YEAR,MONTH,DAY,TMAX,TMIN,TMEAN,RH,WIND_SPEED
2011,2,22.0,72.5,-17.0,69.2,123.0,44.0
2011,2,23.0,-5.5,-17.0,69.2,101.0,-34.0
2011,2,24.0,67.3,61.0,-13.2,101.0,-34.0
2011,2,25.0,72.5,65.8,-13.2,101.0,41.0
2011,2,26.0,-10.7,65.8,64.8,123.0,-34.0
2011,2,27.0,67.3,61.0,64.8,101.0,-34.0
2011,2,28.0,-5.5,65.8,69.2,123.0,-37.0
2011,3,1.0,-20.9,71.9,-22.5,141.0,55.0
2011,3,2.0,75.1,71.9,-17.7,14.0,-41.0
2011,3,3.0,-14.0,-21.2,-17.7,110.0,-46.0
2011,3,4.0,-20.9,-24.1,-22.5,141.0,55.0
2011,3,5.0,-20.9,74.8,-17.7,141.0,55.0
2011,3,6.0,-20.9,74.8,78.3,141.0,-41.0
2011,3,7.0,-14.0,71.9,-17.7,14.0,55.0
2011,3,8.0,75.1,-21.2,-17.7,110.0,-46.0
2011,3,9.0,-20.9,71.9,73.5,141.0,-46.0
2011,3,10.0,75.1,-24.1,73.5,14.0,55.0
2011,3,11.0,82.0,71.9,73.5,14.0,-41.0
2011,3,12.0,-14.0,71.9,-17.7,110.0,50.0
2011,3,13.0,-20.9,-21.2,-17.7,14.0,-41.0
2011,3,14.0,-14.0,-24.1,73.5,14.0,-46.0
2011,3,15.0,-14.0,-24.1,-17.7,141.0,50.0
2011,3,16.0,-14.0,-21.2,-22.5,14.0,55.0
2011,3,17.0,-14.0,-24.1,78.3,45.0,-46.0
2011,3,18.0,75.1,74.8,-22.5,45.0,55.0
2011,3,19.0,-14.0,74.8,78.3,110.0,-46.0
2011,3,20.0,82.0,-21.2,-22.5,45.0,50.0
2011,3,21.0,75.1,74.8,-22.5,14.0,55.0
2011,3,22.0,75.1,-21.2,-22.5,110.0,50.0
2011,3,23.0,75.1,-24.1,-17.7,45.0,50.0
2011,3,24.0,-14.0,-21.2,-22.5,14.0,-41.0
2011,3,25.0,75.1,71.9,-17.7,141.0,-41.0
2011,3,26.0,82.0,-24.1,-17.7,45.0,-41.0
2011,3,27.0,75.1,71.9,78.3,45.0,-41.0
2011,3,28.0,75.1,-24.1,-22.5,141.0,-41.0
2011,3,29.0,-20.9,71.9,78.3,110.0,-46.0
2011,3,30.0,-20.9,-21.2,73.5,110.0,-46.0
2011,3,31.0,82.0,-21.2,78.3,14.0,-46.0
2011,4,1.0,73.9,-20.5,-13.3,31.0,-36.0
2011,4,2.0,-9.5,69.5,-18.3,121.0,47.0
2011,4,3.0,-9.5,73.0,71.7,107.0,-43.0
2011,4,4.0,73.9,73.0,-18.3,107.0,54.0
2011,4,5.0,-9.5,-20.5,-13.3,107.0,-36.0
2011,4,6.0,-9.5,-17.0,71.7,121.0,47.0
2011,4,7.0,73.9,73.0,-18.3,107.0,-36.0
2011,4,8.0,73.9,-17.0,71.7,107.0,47.0
2011,4,9.0,80.5,73.0,-18.3,107.0,-36.0
2011,4,10.0,73.9,73.0,71.7,121.0,-36.0
2011,4,11.0,80.5,-17.0,-18.3,107.0,-36.0
2011,4,12.0,73.9,-20.5,-18.3,17.0,54.0
2011,4,13.0,-9.5,-20.5,-18.3,107.0,47.0
2011,4,14.0,73.9,69.5,-13.3,107.0,47.0
2011,4,15.0,73.9,-17.0,71.7,17.0,54.0
2011,4,16.0,73.9,69.5,-18.3,121.0,-36.0
2011,4,17.0,-9.5,69.5,76.7,17.0,47.0
2011,4,18.0,73.9,69.5,76.7,121.0,-36.0
2011,4,19.0,-16.1,69.5,76.7,107.0,54.0
2011,4,20.0,-16.1,73.0,76.7,107.0,54.0
2011,4,21.0,80.5,69.5,71.7,107.0,-36.0
2011,4,22.0,73.9,-20.5,-13.3,31.0,54.0
2011,4,23.0,73.9,69.5,-18.3,17.0,54.0
2011,4,24.0,-9.5,-17.0,76.7,17.0,-43.0
2011,4,25.0,80.5,-17.0,-18.3,121.0,-43.0
2011,4,26.0,-16.1,69.5,76.7,17.0,54.0
2011,4,27.0,-9.5,-17.0,-18.3,107.0,-36.0
2011,4,28.0,-16.1,-20.5,-13.3,107.0,-36.0
2011,4,29.0,-16.1,-17.0,-18.3,31.0,-36.0
2011,4,30.0,80.5,-17.0,-13.3,121.0,-36.0
2011,5,1.0,19.8,32.0,41.4,82.0,-7.0
2011,5,2.0,28.0,20.3,16.9,50.0,-2.0
2011,5,3.0,46.0,38.3,23.4,50.0,11.0
2011,5,4.0,28.0,38.3,41.4,100.0,-7.0
2011,5,5.0,19.8,20.3,23.4,82.0,-7.0
2011,5,6.0,46.0,14.0,41.4,100.0,-2.0
2011,5,7.0,28.0,14.0,34.9,32.0,-7.0
2011,5,8.0,46.0,20.3,23.4,100.0,-7.0
2011,5,9.0,46.0,32.0,41.4,50.0,16.0
2011,5,10.0,37.8,20.3,23.4,100.0,11.0
2011,5,11.0,46.0,20.3,23.4,32.0,-2.0
2011,5,12.0,37.8,20.3,16.9,50.0,11.0
2011,5,13.0,37.8,32.0,16.9,82.0,-7.0
2011,5,14.0,37.8,14.0,34.9,82.0,-2.0
2011,5,15.0,37.8,32.0,41.4,100.0,-7.0
2011,5,16.0,28.0,20.3,41.4,50.0,16.0
2011,5,17.0,19.8,38.3,41.4,82.0,-7.0
2011,5,18.0,19.8,20.3,23.4,50.0,16.0
2011,5,19.0,37.8,14.0,16.9,82.0,11.0
2011,5,20.0,37.8,20.3,16.9,100.0,-2.0
2011,5,21.0,19.8,20.3,16.9,50.0,-7.0
2011,5,22.0,37.8,14.0,41.4,32.0,16.0
2011,5,23.0,37.8,14.0,16.9,32.0,-7.0
2011,5,24.0,37.8,14.0,16.9,82.0,11.0
2011,5,25.0,46.0,32.0,34.9,50.0,-7.0
2011,5,26.0,46.0,20.3,16.9,50.0,16.0
2011,5,27.0,19.8,14.0,34.9,82.0,11.0
2011,5,28.0,46.0,38.3,16.9,82.0,-7.0
2011,5,29.0,37.8,14.0,16.9,100.0,11.0
2011,5,30.0,19.8,14.0,16.9,82.0,16.0
2011,5,31.0,37.8,32.0,41.4,50.0,-7.0
2011,6,1.0,52.0,2.6999999999999993,6.100000000000001,45.0,33.0
2011,6,2.0,10.5,54.7,6.100000000000001,45.0,33.0
2011,6,3.0,52.0,-1.8999999999999986,51.1,71.0,-24.0
2011,6,4.0,62.5,2.6999999999999993,-0.8999999999999986,97.0,-19.0
2011,6,5.0,62.5,54.7,-0.8999999999999986,123.0,33.0
2011,6,6.0,0.0,2.6999999999999993,-0.8999999999999986,71.0,-24.0
2011,6,7.0,10.5,-1.8999999999999986,58.1,71.0,33.0
2011,6,8.0,0.0,50.1,51.1,71.0,33.0
2011,6,9.0,0.0,2.6999999999999993,58.1,97.0,33.0
2011,6,10.0,10.5,54.7,-0.8999999999999986,123.0,33.0
2011,6,11.0,10.5,-1.8999999999999986,6.100000000000001,123.0,-19.0
2011,6,12.0,0.0,50.1,58.1,97.0,28.0
2011,6,13.0,52.0,54.7,58.1,97.0,-24.0
2011,6,14.0,52.0,-1.8999999999999986,6.100000000000001,71.0,28.0
2011,6,15.0,62.5,2.6999999999999993,-0.8999999999999986,123.0,-24.0
2011,6,16.0,0.0,-1.8999999999999986,-0.8999999999999986,71.0,-24.0
2011,6,17.0,52.0,50.1,6.100000000000001,123.0,-19.0
2011,6,18.0,0.0,2.6999999999999993,51.1,123.0,-19.0
2011,6,19.0,62.5,50.1,-0.8999999999999986,71.0,28.0
2011,6,20.0,0.0,2.6999999999999993,58.1,71.0,-24.0
2011,6,21.0,52.0,50.1,51.1,45.0,-19.0
2011,6,22.0,62.5,54.7,-0.8999999999999986,97.0,-19.0
2011,6,23.0,0.0,2.6999999999999993,-0.8999999999999986,97.0,28.0
2011,6,24.0,10.5,54.7,-0.8999999999999986,45.0,28.0
2011,6,25.0,52.0,50.1,-0.8999999999999986,71.0,-24.0
2011,6,26.0,62.5,2.6999999999999993,51.1,45.0,-24.0
2011,6,27.0,62.5,54.7,58.1,71.0,-24.0
2011,6,28.0,10.5,54.7,6.100000000000001,45.0,33.0
2011,6,29.0,10.5,2.6999999999999993,51.1,97.0,28.0
2011,6,30.0,0.0,2.6999999999999993,51.1,45.0,-24.0
2011,7,1.0,0.7000000000000028,-5.399999999999999,59.4,62.0,-27.0
2011,7,2.0,60.5,-10.0,-2.6999999999999993,62.0,41.0
2011,7,3.0,0.7000000000000028,-5.399999999999999,-2.6999999999999993,38.0,-27.0
2011,7,4.0,60.5,-5.399999999999999,59.4,62.0,35.0
2011,7,5.0,-7.5,-10.0,65.3,130.0,35.0
2011,7,6.0,60.5,62.6,59.4,130.0,41.0
2011,7,7.0,60.5,58.0,65.3,38.0,35.0
2011,7,8.0,68.7,58.0,-2.6999999999999993,130.0,41.0
2011,7,9.0,60.5,-5.399999999999999,-2.6999999999999993,62.0,35.0
2011,7,10.0,60.5,-5.399999999999999,-2.6999999999999993,62.0,-27.0
2011,7,11.0,-7.5,58.0,-2.6999999999999993,130.0,-27.0
2011,7,12.0,68.7,62.6,-2.6999999999999993,38.0,-33.0
2011,7,13.0,0.7000000000000028,62.6,65.3,38.0,-33.0
2011,7,14.0,60.5,58.0,-2.6999999999999993,130.0,35.0
2011,7,15.0,60.5,-5.399999999999999,-8.600000000000001,38.0,41.0
2011,7,16.0,-7.5,-10.0,65.3,62.0,-33.0
2011,7,17.0,60.5,58.0,59.4,62.0,35.0
2011,7,18.0,68.7,62.6,59.4,38.0,35.0
2011,7,19.0,68.7,58.0,65.3,106.0,35.0
2011,7,20.0,68.7,62.6,-2.6999999999999993,38.0,-33.0
2011,7,21.0,-7.5,62.6,-2.6999999999999993,62.0,-33.0
2011,7,22.0,-7.5,-5.399999999999999,59.4,106.0,41.0
2011,7,23.0,68.7,-10.0,59.4,130.0,35.0
2011,7,24.0,60.5,58.0,-8.600000000000001,38.0,41.0
2011,7,25.0,-7.5,62.6,-2.6999999999999993,130.0,35.0
2011,7,26.0,-7.5,58.0,65.3,130.0,41.0
2011,7,27.0,-7.5,-5.399999999999999,65.3,38.0,-33.0
2011,7,28.0,-7.5,62.6,59.4,130.0,-27.0
2011,7,29.0,-7.5,62.6,-2.6999999999999993,130.0,-27.0
2011,7,30.0,68.7,-5.399999999999999,-2.6999999999999993,62.0,-27.0
2011,7,31.0,-7.5,62.6,-8.600000000000001,62.0,35.0
2011,8,1.0,28.0,22.5,27.2,76.0,7.0
2011,8,2.0,26.0,29.0,25.2,95.0,7.0
2011,8,3.0,34.0,24.5,30.5,97.0,3.0
2011,8,4.0,26.0,29.0,32.5,76.0,3.0
2011,8,5.0,26.0,29.0,27.2,95.0,7.0
2011,8,6.0,26.0,24.5,32.5,74.0,7.0
2011,8,7.0,26.0,29.0,32.5,95.0,1.0
2011,8,8.0,26.0,24.5,32.5,95.0,5.0
2011,8,9.0,26.0,27.0,30.5,97.0,5.0
2011,8,10.0,36.0,29.0,30.5,95.0,1.0
2011,8,11.0,36.0,24.5,27.2,95.0,3.0
2011,8,12.0,28.0,22.5,32.5,74.0,5.0
2011,8,13.0,36.0,24.5,30.5,97.0,3.0
2011,8,14.0,26.0,27.0,25.2,97.0,5.0
2011,8,15.0,34.0,29.0,30.5,97.0,3.0
2011,8,16.0,34.0,24.5,32.5,97.0,5.0
2011,8,17.0,28.0,22.5,32.5,74.0,5.0
2011,8,18.0,28.0,29.0,25.2,76.0,1.0
2011,8,19.0,26.0,27.0,30.5,74.0,3.0
2011,8,20.0,36.0,22.5,30.5,95.0,1.0
2011,8,21.0,28.0,22.5,25.2,76.0,5.0
2011,8,22.0,34.0,24.5,27.2,97.0,5.0
2011,8,23.0,36.0,22.5,32.5,97.0,3.0
2011,8,24.0,34.0,24.5,30.5,97.0,3.0
2011,8,25.0,36.0,29.0,32.5,74.0,1.0
2011,8,26.0,36.0,27.0,25.2,97.0,5.0
2011,8,27.0,28.0,27.0,32.5,95.0,3.0
2011,8,28.0,28.0,27.0,32.5,76.0,7.0
2011,8,29.0,36.0,29.0,25.2,74.0,5.0
2011,8,30.0,36.0,27.0,30.5,97.0,5.0
2011,8,31.0,34.0,22.5,32.5,76.0,7.0
2011,9,1.0,33.5,17.0,37.0,72.0,0.0
2011,9,2.0,33.5,17.0,23.0,102.0,-5.0
2011,9,3.0,19.5,17.0,23.0,72.0,-5.0
2011,9,4.0,33.5,31.0,37.0,86.0,14.0
2011,9,5.0,33.5,35.2,18.3,86.0,-5.0
2011,9,6.0,39.9,17.0,37.0,72.0,0.0
2011,9,7.0,39.9,21.2,18.3,88.0,14.0
2011,9,8.0,39.9,21.2,23.0,72.0,-5.0
2011,9,9.0,33.5,21.2,18.3,72.0,14.0
2011,9,10.0,19.5,35.2,18.3,86.0,9.0
2011,9,11.0,39.9,35.2,32.3,88.0,-5.0
2011,9,12.0,25.9,35.2,37.0,88.0,-5.0
2011,9,13.0,33.5,35.2,18.3,72.0,0.0
2011,9,14.0,39.9,21.2,32.3,88.0,9.0
2011,9,15.0,19.5,17.0,32.3,88.0,-5.0
2011,9,16.0,39.9,35.2,32.3,72.0,14.0
2011,9,17.0,33.5,21.2,23.0,86.0,9.0
2011,9,18.0,33.5,21.2,23.0,72.0,-5.0
2011,9,19.0,33.5,17.0,37.0,86.0,14.0
2011,9,20.0,25.9,31.0,37.0,72.0,0.0
2011,9,21.0,33.5,35.2,18.3,72.0,0.0
2011,9,22.0,33.5,31.0,37.0,72.0,9.0
2011,9,23.0,33.5,21.2,37.0,72.0,0.0
2011,9,24.0,39.9,31.0,37.0,88.0,9.0
2011,9,25.0,19.5,17.0,23.0,88.0,9.0
2011,9,26.0,39.9,17.0,32.3,102.0,9.0
2011,9,27.0,25.9,21.2,32.3,102.0,9.0
2011,9,28.0,25.9,35.2,32.3,88.0,-5.0
2011,9,29.0,33.5,21.2,23.0,72.0,-5.0
2011,9,30.0,25.9,21.2,18.3,102.0,0.0
2011,10,1.0,72.1,-9.8,63.4,55.0,-35.0
2011,10,2.0,-9.3,-12.7,-10.600000000000001,55.0,43.0
2011,10,3.0,72.1,-12.7,-10.600000000000001,129.0,43.0
2011,10,4.0,-9.3,64.2,68.1,31.0,-31.0
2011,10,5.0,-9.3,64.2,-5.899999999999999,129.0,-35.0
2011,10,6.0,-9.3,-12.7,-10.600000000000001,55.0,-31.0
2011,10,7.0,64.7,-12.7,68.1,105.0,43.0
2011,10,8.0,-9.3,-9.8,68.1,55.0,-31.0
2011,10,9.0,72.1,61.3,68.1,31.0,-31.0
2011,10,10.0,72.1,64.2,63.4,105.0,-31.0
2011,10,11.0,-1.8999999999999986,-9.8,-5.899999999999999,31.0,39.0
2011,10,12.0,64.7,61.3,63.4,55.0,-31.0
2011,10,13.0,-1.8999999999999986,64.2,-10.600000000000001,55.0,-31.0
2011,10,14.0,-1.8999999999999986,-12.7,68.1,129.0,39.0
2011,10,15.0,72.1,-12.7,68.1,105.0,-31.0
2011,10,16.0,-1.8999999999999986,61.3,-5.899999999999999,31.0,39.0
2011,10,17.0,72.1,64.2,-5.899999999999999,105.0,39.0
2011,10,18.0,-9.3,61.3,68.1,105.0,-31.0
2011,10,19.0,-9.3,-12.7,-10.600000000000001,129.0,-31.0
2011,10,20.0,-1.8999999999999986,64.2,68.1,129.0,-31.0
2011,10,21.0,-1.8999999999999986,64.2,68.1,129.0,-35.0
2011,10,22.0,-9.3,64.2,-5.899999999999999,55.0,-35.0
2011,10,23.0,-9.3,64.2,-5.899999999999999,129.0,39.0
2011,10,24.0,-1.8999999999999986,61.3,63.4,31.0,43.0
2011,10,25.0,-1.8999999999999986,61.3,68.1,105.0,-31.0
2011,10,26.0,-9.3,61.3,63.4,31.0,-31.0
2011,10,27.0,-1.8999999999999986,61.3,68.1,31.0,-35.0
2011,10,28.0,72.1,-9.8,63.4,105.0,39.0
2011,10,29.0,-1.8999999999999986,64.2,68.1,55.0,-35.0
2011,10,30.0,64.7,64.2,63.4,129.0,43.0
2011,10,31.0,-1.8999999999999986,-9.8,-10.600000000000001,31.0,43.0
2011,11,1.0,2.3999999999999986,55.7,62.4,37.0,33.0
2011,11,2.0,-5.5,59.5,-1.6000000000000014,101.0,33.0
2011,11,3.0,-5.5,59.5,57.1,37.0,-31.0
2011,11,4.0,58.5,55.7,57.1,127.0,37.0
2011,11,5.0,2.3999999999999986,59.5,-1.6000000000000014,63.0,33.0
2011,11,6.0,2.3999999999999986,59.5,62.4,37.0,-27.0
2011,11,7.0,-5.5,59.5,-6.899999999999999,127.0,-27.0
2011,11,8.0,2.3999999999999986,-4.5,-1.6000000000000014,101.0,-27.0
2011,11,9.0,58.5,-4.5,-1.6000000000000014,37.0,33.0
2011,11,10.0,66.4,-4.5,-6.899999999999999,127.0,-27.0
2011,11,11.0,66.4,59.5,-6.899999999999999,127.0,-31.0
2011,11,12.0,58.5,-4.5,-1.6000000000000014,63.0,33.0
2011,11,13.0,58.5,59.5,-6.899999999999999,37.0,-31.0
2011,11,14.0,58.5,55.7,-6.899999999999999,127.0,-27.0
2011,11,15.0,58.5,55.7,-6.899999999999999,63.0,-31.0
2011,11,16.0,2.3999999999999986,55.7,-1.6000000000000014,37.0,37.0
2011,11,17.0,2.3999999999999986,-8.3,57.1,127.0,37.0
2011,11,18.0,58.5,-4.5,-1.6000000000000014,101.0,33.0
2011,11,19.0,-5.5,-4.5,62.4,37.0,33.0
2011,11,20.0,58.5,59.5,-1.6000000000000014,37.0,37.0
2011,11,21.0,2.3999999999999986,55.7,62.4,63.0,37.0
2011,11,22.0,66.4,-8.3,57.1,63.0,37.0
2011,11,23.0,-5.5,-4.5,57.1,63.0,-27.0
2011,11,24.0,-5.5,59.5,57.1,127.0,-31.0
2011,11,25.0,-5.5,59.5,57.1,63.0,-27.0
2011,11,26.0,58.5,59.5,-6.899999999999999,101.0,-27.0
2011,11,27.0,-5.5,-4.5,-1.6000000000000014,101.0,37.0
2011,11,28.0,58.5,55.7,-1.6000000000000014,101.0,37.0
2011,11,29.0,-5.5,59.5,57.1,127.0,33.0
2011,11,30.0,66.4,-8.3,62.4,127.0,37.0
2011,12,1.0,69.7,-14.0,62.0,133.0,-35.0
2011,12,2.0,62.6,60.0,-7.100000000000001,108.0,41.0
2011,12,3.0,69.7,-9.5,66.9,59.0,-35.0
2011,12,4.0,62.6,-14.0,-12.0,133.0,-35.0
2011,12,5.0,-11.399999999999999,64.5,-7.100000000000001,59.0,-33.0
2011,12,6.0,69.7,64.5,-7.100000000000001,133.0,41.0
2011,12,7.0,-11.399999999999999,-14.0,-7.100000000000001,108.0,41.0
2011,12,8.0,69.7,-9.5,66.9,59.0,39.0
2011,12,9.0,69.7,60.0,66.9,133.0,41.0
2011,12,10.0,62.6,60.0,62.0,34.0,-35.0
2011,12,11.0,-4.299999999999997,-14.0,-12.0,108.0,39.0
2011,12,12.0,-11.399999999999999,60.0,66.9,133.0,39.0
2011,12,13.0,-11.399999999999999,-14.0,-7.100000000000001,133.0,-33.0
2011,12,14.0,62.6,60.0,-12.0,34.0,-33.0
2011,12,15.0,62.6,-9.5,-12.0,133.0,41.0
2011,12,16.0,62.6,-9.5,62.0,108.0,-33.0
2011,12,17.0,69.7,64.5,62.0,34.0,-35.0
2011,12,18.0,-4.299999999999997,64.5,62.0,133.0,39.0
2011,12,19.0,69.7,64.5,62.0,108.0,41.0
2011,12,20.0,69.7,-9.5,62.0,133.0,41.0
2011,12,21.0,69.7,-9.5,-12.0,34.0,39.0
2011,12,22.0,69.7,-9.5,-7.100000000000001,59.0,41.0
2011,12,23.0,-4.299999999999997,-14.0,66.9,108.0,-35.0
2011,12,24.0,62.6,-14.0,-7.100000000000001,34.0,39.0
2011,12,25.0,62.6,-9.5,62.0,108.0,-35.0
2011,12,26.0,69.7,60.0,66.9,34.0,-35.0
2011,12,27.0,-4.299999999999997,60.0,66.9,34.0,39.0
2011,12,28.0,-4.299999999999997,-9.5,-12.0,34.0,39.0
2011,12,29.0,-11.399999999999999,60.0,62.0,133.0,-35.0
2011,12,30.0,69.7,-9.5,-7.100000000000001,34.0,-35.0
2011,12,31.0,-4.299999999999997,60.0,-7.100000000000001,133.0,41.0
2012,1,1.0,14.5,8.5,47.0,109.0,23.0
2012,1,2.0,14.5,6.0,47.0,50.0,-16.0
2012,1,3.0,44.5,8.5,47.0,86.0,20.0
2012,1,4.0,44.5,8.5,47.0,109.0,23.0
2012,1,5.0,50.5,42.0,43.3,86.0,-16.0
2012,1,6.0,50.5,42.0,7.300000000000001,86.0,-16.0
2012,1,7.0,50.5,8.5,11.0,109.0,23.0
2012,1,8.0,14.5,42.0,47.0,109.0,-13.0
2012,1,9.0,8.5,6.0,11.0,109.0,20.0
2012,1,10.0,8.5,6.0,11.0,73.0,-16.0
2012,1,11.0,50.5,8.5,43.3,50.0,20.0
2012,1,12.0,50.5,6.0,47.0,86.0,-16.0
2012,1,13.0,44.5,44.5,47.0,109.0,-13.0
2012,1,14.0,44.5,6.0,43.3,86.0,-13.0
2012,1,15.0,14.5,6.0,43.3,50.0,-13.0
2012,1,16.0,50.5,42.0,43.3,50.0,23.0
2012,1,17.0,44.5,6.0,47.0,50.0,-16.0
2012,1,18.0,44.5,6.0,7.300000000000001,50.0,-13.0
2012,1,19.0,50.5,8.5,47.0,73.0,-13.0
2012,1,20.0,50.5,6.0,11.0,50.0,23.0
2012,1,21.0,8.5,8.5,43.3,73.0,23.0
2012,1,22.0,8.5,44.5,7.300000000000001,50.0,-13.0
2012,1,23.0,44.5,42.0,43.3,73.0,20.0
2012,1,24.0,8.5,44.5,43.3,109.0,-13.0
2012,1,25.0,44.5,42.0,43.3,109.0,23.0
2012,1,26.0,14.5,42.0,47.0,86.0,23.0
2012,1,27.0,44.5,8.5,43.3,73.0,-13.0
2012,1,28.0,8.5,6.0,11.0,109.0,20.0
2012,1,29.0,44.5,8.5,47.0,73.0,-13.0
2012,1,30.0,8.5,42.0,43.3,73.0,-16.0
2012,1,31.0,14.5,8.5,43.3,50.0,23.0
2012,2,1.0,-3.1000000000000014,54.5,61.0,99.0,-29.0
2012,2,2.0,2.799999999999997,-4.199999999999999,57.2,37.0,-26.0
2012,2,3.0,-3.1000000000000014,54.5,61.0,123.0,33.0
2012,2,4.0,64.8,54.5,57.2,123.0,36.0
2012,2,5.0,-3.1000000000000014,57.8,-1.0,37.0,33.0
2012,2,6.0,-3.1000000000000014,-7.5,-4.800000000000001,123.0,-29.0
2012,2,7.0,58.9,-7.5,57.2,61.0,-29.0
2012,2,8.0,64.8,54.5,61.0,99.0,33.0
2012,2,9.0,64.8,-7.5,-1.0,99.0,-29.0
2012,2,10.0,64.8,-4.199999999999999,-4.800000000000001,37.0,-26.0
2012,2,11.0,2.799999999999997,57.8,57.2,99.0,-29.0
2012,2,12.0,58.9,-7.5,-1.0,123.0,-29.0
2012,2,13.0,58.9,-7.5,-1.0,123.0,36.0
2012,2,14.0,2.799999999999997,-4.199999999999999,57.2,99.0,-26.0
2012,2,15.0,64.8,57.8,61.0,99.0,-29.0
2012,2,16.0,2.799999999999997,-4.199999999999999,57.2,99.0,-29.0
2012,2,17.0,58.9,-7.5,61.0,37.0,36.0
2012,2,18.0,2.799999999999997,-7.5,61.0,61.0,36.0
2012,2,19.0,2.799999999999997,-4.199999999999999,57.2,99.0,36.0
2012,2,20.0,64.8,57.8,-4.800000000000001,99.0,33.0
2012,2,21.0,64.8,-4.199999999999999,57.2,123.0,36.0
2012,2,22.0,64.8,57.8,57.2,37.0,-29.0
2012,2,23.0,58.9,54.5,-1.0,37.0,-26.0
2012,2,24.0,64.8,-4.199999999999999,-1.0,61.0,-29.0
2012,2,25.0,58.9,-7.5,-1.0,123.0,36.0
2012,2,26.0,2.799999999999997,54.5,-4.800000000000001,37.0,36.0
2012,2,27.0,2.799999999999997,57.8,57.2,61.0,-26.0
2012,2,28.0,64.8,-7.5,57.2,37.0,-29.0
2012,2,29.0,58.9,54.5,61.0,99.0,-26.0
2012,3,1.0,-18.2,68.9,70.6,132.0,47.0
2012,3,2.0,-18.2,-21.1,-19.4,42.0,50.0
2012,3,3.0,79.2,68.9,-14.8,42.0,-43.0
2012,3,4.0,-10.799999999999997,-21.1,-14.8,132.0,47.0
2012,3,5.0,79.2,-21.1,-14.8,115.0,-40.0
2012,3,6.0,-18.2,-18.0,-14.8,115.0,50.0
2012,3,7.0,71.8,72.0,-19.4,132.0,47.0
2012,3,8.0,-10.799999999999997,68.9,70.6,115.0,-43.0
2012,3,9.0,71.8,-21.1,70.6,132.0,-43.0
2012,3,10.0,79.2,68.9,70.6,42.0,47.0
