YEAR,MONTH,DAY,TMAX,TMIN,TMEAN,RH,WIND_SPEED
2011,2,28.0,20.700000000000003,38.3,42.5,51.0,-13.0
2011,3,1.0,72.8,-24.8,-19.6,107.0,-43.0
2011,3,2.0,-11.200000000000003,-19.7,-19.6,107.0,46.0
2011,3,3.0,-11.200000000000003,65.2,74.5,133.0,47.0
2011,3,4.0,-11.200000000000003,-19.7,-15.5,17.0,47.0
2011,3,5.0,72.8,-24.8,70.4,133.0,-44.0
2011,3,6.0,78.8,70.3,70.4,133.0,-43.0
2011,3,7.0,78.8,-24.8,-19.6,107.0,46.0
2011,3,8.0,-11.200000000000003,-24.8,74.5,43.0,-44.0
2011,3,9.0,-11.200000000000003,70.3,-19.6,133.0,46.0
2011,3,10.0,78.8,-19.7,-19.6,17.0,47.0
2011,3,11.0,72.8,-19.7,-15.5,43.0,46.0
2011,3,12.0,78.8,70.3,74.5,17.0,47.0
2011,3,13.0,78.8,65.2,70.4,107.0,47.0
2011,3,14.0,78.8,-24.8,70.4,17.0,46.0
2011,3,15.0,72.8,70.3,-15.5,43.0,47.0
2011,3,16.0,72.8,70.3,-15.5,43.0,46.0
2011,3,17.0,-11.200000000000003,-24.8,-19.6,107.0,-44.0
2011,3,18.0,72.8,70.3,-15.5,17.0,-44.0
2011,3,19.0,72.8,70.3,70.4,17.0,46.0
2011,3,20.0,78.8,70.3,74.5,43.0,-43.0
2011,3,21.0,72.8,-19.7,70.4,17.0,-43.0
2011,3,22.0,72.8,65.2,74.5,107.0,46.0
2011,3,23.0,-17.2,-24.8,-15.5,107.0,47.0
2011,3,24.0,78.8,70.3,-19.6,133.0,-43.0
2011,3,25.0,72.8,70.3,70.4,43.0,-43.0
2011,3,26.0,78.8,-19.7,-15.5,17.0,-43.0
2011,3,27.0,72.8,-24.8,-19.6,43.0,-44.0
2011,3,28.0,72.8,70.3,-15.5,17.0,-43.0
2011,3,29.0,-17.2,65.2,70.4,43.0,-43.0
2011,3,30.0,-17.2,65.2,-19.6,43.0,47.0
2011,3,31.0,72.8,65.2,74.5,43.0,46.0
2011,4,1.0,61.1,-5.0,55.7,27.0,-25.0
2011,4,2.0,2.8999999999999986,-5.0,-0.1999999999999993,27.0,25.0
2011,4,3.0,52.9,51.5,55.7,58.0,27.0
2011,4,4.0,11.100000000000001,-5.0,55.7,77.0,27.0
2011,4,5.0,11.100000000000001,45.0,5.699999999999999,27.0,-25.0
2011,4,6.0,2.8999999999999986,51.5,55.7,77.0,-23.0
2011,4,7.0,52.9,1.5,55.7,27.0,27.0
2011,4,8.0,61.1,51.5,55.7,108.0,25.0
2011,4,9.0,61.1,1.5,-0.1999999999999993,108.0,27.0
2011,4,10.0,52.9,51.5,55.7,108.0,-23.0
2011,4,11.0,52.9,45.0,55.7,108.0,27.0
2011,4,12.0,11.100000000000001,1.5,49.8,27.0,27.0
2011,4,13.0,2.8999999999999986,1.5,55.7,108.0,25.0
2011,4,14.0,11.100000000000001,45.0,55.7,27.0,27.0
2011,4,15.0,61.1,51.5,5.699999999999999,27.0,-23.0
2011,4,16.0,11.100000000000001,45.0,55.7,108.0,-25.0
2011,4,17.0,2.8999999999999986,51.5,5.699999999999999,108.0,27.0
2011,4,18.0,52.9,-5.0,-0.1999999999999993,108.0,-23.0
2011,4,19.0,2.8999999999999986,1.5,-0.1999999999999993,27.0,-23.0
2011,4,20.0,52.9,45.0,49.8,77.0,27.0
2011,4,21.0,11.100000000000001,51.5,-0.1999999999999993,108.0,25.0
2011,4,22.0,52.9,1.5,49.8,58.0,-23.0
2011,4,23.0,2.8999999999999986,1.5,5.699999999999999,58.0,-23.0
2011,4,24.0,52.9,45.0,-0.1999999999999993,108.0,25.0
2011,4,25.0,11.100000000000001,-5.0,-0.1999999999999993,108.0,-23.0
2011,4,26.0,52.9,-5.0,5.699999999999999,27.0,-25.0
2011,4,27.0,11.100000000000001,1.5,49.8,58.0,-23.0
2011,4,28.0,61.1,1.5,5.699999999999999,77.0,-25.0
2011,4,29.0,2.8999999999999986,-5.0,-0.1999999999999993,27.0,27.0
2011,4,30.0,2.8999999999999986,-5.0,-0.1999999999999993,77.0,-23.0
2011,5,1.0,-12.5,71.4,-17.8,95.0,50.0
2011,5,2.0,-21.3,75.2,80.2,-3.0,50.0
2011,5,3.0,76.7,75.2,80.2,146.0,-46.0
2011,5,4.0,-21.3,-22.8,-17.8,95.0,-48.0
2011,5,5.0,76.7,-22.8,-17.8,-3.0,-48.0
2011,5,6.0,85.5,-22.8,74.1,48.0,-48.0
2011,5,7.0,85.5,75.2,80.2,-3.0,50.0
2011,5,8.0,-21.3,75.2,80.2,95.0,50.0
2011,5,9.0,-21.3,71.4,74.1,146.0,52.0
2011,5,10.0,85.5,-22.8,74.1,95.0,-46.0
2011,5,11.0,76.7,-26.6,80.2,48.0,-46.0
2011,5,12.0,-12.5,-26.6,-17.8,146.0,52.0
2011,5,13.0,76.7,75.2,80.2,-3.0,52.0
2011,5,14.0,-21.3,-22.8,-23.9,146.0,-46.0
2011,5,15.0,85.5,71.4,-17.8,-3.0,52.0
2011,5,16.0,85.5,75.2,-17.8,48.0,52.0
2011,5,17.0,76.7,-22.8,-17.8,-3.0,-48.0
2011,5,18.0,-21.3,71.4,-17.8,-3.0,-46.0
2011,5,19.0,76.7,-26.6,80.2,48.0,52.0
2011,5,20.0,-21.3,75.2,80.2,48.0,-46.0
2011,5,21.0,-21.3,71.4,-17.8,95.0,-46.0
2011,5,22.0,-12.5,-22.8,80.2,146.0,-46.0
2011,5,23.0,76.7,-26.6,-23.9,95.0,52.0
2011,5,24.0,76.7,75.2,-23.9,-3.0,-46.0
2011,5,25.0,-12.5,75.2,-23.9,-3.0,-46.0
2011,5,26.0,85.5,-26.6,-23.9,146.0,52.0
2011,5,27.0,76.7,-22.8,-17.8,48.0,-48.0
2011,5,28.0,-12.5,-22.8,74.1,-3.0,50.0
2011,5,29.0,76.7,-22.8,-23.9,48.0,52.0
2011,5,30.0,85.5,71.4,-17.8,-3.0,52.0
2011,5,31.0,76.7,71.4,80.2,146.0,-46.0
2011,6,1.0,50.4,12.5,38.5,85.0,15.0
2011,6,2.0,11.7,8.600000000000001,38.5,112.0,-12.0
2011,6,3.0,50.4,36.6,10.5,85.0,15.0
2011,6,4.0,11.7,12.5,44.9,57.0,16.0
2011,6,5.0,22.4,36.6,44.9,85.0,-13.0
2011,6,6.0,50.4,8.600000000000001,10.5,84.0,-13.0
2011,6,7.0,39.7,8.600000000000001,16.9,85.0,-12.0
2011,6,8.0,50.4,36.6,44.9,85.0,15.0
2011,6,9.0,11.7,8.600000000000001,44.9,112.0,16.0
2011,6,10.0,39.7,40.5,10.5,84.0,-13.0
2011,6,11.0,22.4,40.5,16.9,112.0,-13.0
2011,6,12.0,39.7,12.5,10.5,84.0,15.0
2011,6,13.0,39.7,36.6,16.9,57.0,-13.0
2011,6,14.0,39.7,12.5,44.9,84.0,-12.0
2011,6,15.0,39.7,36.6,38.5,85.0,-13.0
2011,6,16.0,50.4,12.5,16.9,85.0,-13.0
2011,6,17.0,50.4,40.5,16.9,112.0,16.0
2011,6,18.0,50.4,8.600000000000001,16.9,84.0,16.0
2011,6,19.0,22.4,12.5,44.9,84.0,-13.0
2011,6,20.0,39.7,40.5,10.5,57.0,15.0
2011,6,21.0,11.7,8.600000000000001,16.9,84.0,-12.0
2011,6,22.0,50.4,40.5,16.9,85.0,16.0
2011,6,23.0,50.4,40.5,16.9,84.0,-13.0
2011,6,24.0,39.7,36.6,44.9,112.0,-12.0
2011,6,25.0,22.4,12.5,16.9,57.0,15.0
2011,6,26.0,39.7,12.5,10.5,84.0,16.0
2011,6,27.0,39.7,12.5,44.9,84.0,-12.0
2011,6,28.0,50.4,40.5,38.5,112.0,-12.0
2011,6,29.0,50.4,36.6,44.9,112.0,15.0
2011,6,30.0,22.4,12.5,16.9,85.0,-12.0
2011,7,1.0,18.700000000000003,43.4,39.6,86.0,18.0
2011,7,2.0,48.7,13.399999999999999,39.6,83.0,18.0
2011,7,3.0,10.5,13.399999999999999,15.100000000000001,113.0,18.0
2011,7,4.0,40.5,8.100000000000001,15.100000000000001,56.0,16.0
2011,7,5.0,18.700000000000003,13.399999999999999,9.600000000000001,56.0,18.0
2011,7,6.0,10.5,8.100000000000001,45.1,113.0,16.0
2011,7,7.0,48.7,38.1,9.600000000000001,56.0,-14.0
2011,7,8.0,10.5,43.4,39.6,83.0,18.0
2011,7,9.0,48.7,13.399999999999999,39.6,86.0,-14.0
2011,7,10.0,40.5,8.100000000000001,39.6,83.0,16.0
2011,7,11.0,10.5,13.399999999999999,15.100000000000001,113.0,16.0
2011,7,12.0,10.5,8.100000000000001,39.6,56.0,16.0
2011,7,13.0,10.5,8.100000000000001,45.1,83.0,-14.0
2011,7,14.0,10.5,8.100000000000001,45.1,113.0,16.0
2011,7,15.0,18.700000000000003,13.399999999999999,45.1,83.0,16.0
2011,7,16.0,10.5,43.4,15.100000000000001,56.0,18.0
2011,7,17.0,18.700000000000003,13.399999999999999,39.6,56.0,-12.0
2011,7,18.0,18.700000000000003,43.4,39.6,56.0,-12.0
2011,7,19.0,48.7,43.4,45.1,113.0,16.0
2011,7,20.0,10.5,13.399999999999999,15.100000000000001,56.0,16.0
2011,7,21.0,40.5,43.4,9.600000000000001,86.0,-14.0
2011,7,22.0,10.5,8.100000000000001,15.100000000000001,56.0,18.0
2011,7,23.0,18.700000000000003,8.100000000000001,15.100000000000001,56.0,16.0
2011,7,24.0,48.7,8.100000000000001,15.100000000000001,56.0,-12.0
2011,7,25.0,18.700000000000003,13.399999999999999,39.6,86.0,-12.0
2011,7,26.0,18.700000000000003,38.1,39.6,56.0,16.0
2011,7,27.0,10.5,13.399999999999999,39.6,56.0,18.0
2011,7,28.0,18.700000000000003,43.4,45.1,113.0,-14.0
2011,7,29.0,18.700000000000003,8.100000000000001,15.100000000000001,83.0,18.0
2011,7,30.0,10.5,8.100000000000001,9.600000000000001,56.0,-12.0
2011,7,31.0,18.700000000000003,43.4,9.600000000000001,56.0,16.0
2011,8,1.0,-4.399999999999999,-10.0,61.1,67.0,33.0
2011,8,2.0,65.5,-6.0,-5.899999999999999,67.0,35.0
2011,8,3.0,65.5,58.0,61.1,47.0,-29.0
2011,8,4.0,1.5,-6.0,-2.8999999999999986,67.0,-31.0
2011,8,5.0,1.5,54.0,61.1,131.0,35.0
2011,8,6.0,65.5,54.0,61.1,111.0,35.0
2011,8,7.0,-4.399999999999999,54.0,-2.8999999999999986,111.0,-29.0
2011,8,8.0,59.6,-6.0,-5.899999999999999,67.0,-31.0
2011,8,9.0,59.6,54.0,61.1,131.0,-31.0
2011,8,10.0,65.5,-10.0,58.1,67.0,-29.0
2011,8,11.0,-4.399999999999999,-10.0,-5.899999999999999,67.0,33.0
2011,8,12.0,59.6,54.0,-2.8999999999999986,47.0,35.0
2011,8,13.0,-4.399999999999999,54.0,61.1,67.0,-29.0
2011,8,14.0,59.6,-10.0,58.1,131.0,-29.0
2011,8,15.0,59.6,58.0,-5.899999999999999,111.0,-29.0
2011,8,16.0,-4.399999999999999,-6.0,61.1,131.0,-31.0
2011,8,17.0,65.5,58.0,-2.8999999999999986,47.0,-31.0
2011,8,18.0,65.5,54.0,61.1,47.0,35.0
2011,8,19.0,1.5,58.0,61.1,47.0,35.0
2011,8,20.0,1.5,54.0,61.1,47.0,-29.0
2011,8,21.0,65.5,58.0,58.1,47.0,33.0
2011,8,22.0,59.6,54.0,61.1,111.0,35.0
2011,8,23.0,-4.399999999999999,54.0,61.1,47.0,-29.0
2011,8,24.0,1.5,54.0,61.1,47.0,-29.0
2011,8,25.0,59.6,58.0,-5.899999999999999,131.0,-31.0
2011,8,26.0,59.6,-6.0,-2.8999999999999986,47.0,-29.0
2011,8,27.0,59.6,54.0,61.1,111.0,33.0
2011,8,28.0,1.5,-6.0,-5.899999999999999,67.0,33.0
2011,8,29.0,-4.399999999999999,-10.0,-5.899999999999999,47.0,-29.0
2011,8,30.0,1.5,54.0,-2.8999999999999986,47.0,-31.0
2011,8,31.0,1.5,58.0,61.1,111.0,33.0
2011,9,1.0,10.3,7.199999999999999,45.0,97.0,-12.0
2011,9,2.0,16.799999999999997,42.4,45.0,65.0,20.0
2011,9,3.0,10.3,10.399999999999999,13.0,115.0,-15.0
2011,9,4.0,42.3,7.199999999999999,13.0,115.0,20.0
2011,9,5.0,42.3,7.199999999999999,45.0,97.0,-12.0
2011,9,6.0,16.799999999999997,42.4,45.0,65.0,-15.0
2011,9,7.0,48.8,10.399999999999999,13.0,65.0,-12.0
2011,9,8.0,48.8,7.199999999999999,45.0,97.0,20.0
2011,9,9.0,10.3,7.199999999999999,13.0,65.0,17.0
2011,9,10.0,42.3,10.399999999999999,41.0,115.0,-12.0
2011,9,11.0,42.3,39.2,13.0,83.0,17.0
2011,9,12.0,16.799999999999997,7.199999999999999,41.0,65.0,20.0
2011,9,13.0,10.3,42.4,45.0,83.0,-12.0
2011,9,14.0,42.3,10.399999999999999,41.0,65.0,-15.0
2011,9,15.0,16.799999999999997,39.2,45.0,83.0,17.0
2011,9,16.0,10.3,7.199999999999999,41.0,97.0,-12.0
2011,9,17.0,10.3,10.399999999999999,45.0,83.0,-15.0
2011,9,18.0,48.8,42.4,45.0,97.0,-12.0
2011,9,19.0,16.799999999999997,7.199999999999999,13.0,65.0,-12.0
2011,9,20.0,48.8,10.399999999999999,45.0,65.0,20.0
2011,9,21.0,10.3,39.2,9.0,115.0,17.0
2011,9,22.0,10.3,10.399999999999999,13.0,97.0,20.0
2011,9,23.0,10.3,10.399999999999999,41.0,65.0,17.0
2011,9,24.0,16.799999999999997,7.199999999999999,9.0,97.0,20.0
2011,9,25.0,16.799999999999997,10.399999999999999,13.0,83.0,17.0
2011,9,26.0,42.3,10.399999999999999,9.0,83.0,-12.0
2011,9,27.0,42.3,39.2,13.0,83.0,17.0
2011,9,28.0,42.3,7.199999999999999,45.0,115.0,17.0
2011,9,29.0,48.8,10.399999999999999,13.0,115.0,-12.0
2011,9,30.0,10.3,7.199999999999999,13.0,65.0,20.0
2011,10,1.0,3.3999999999999986,-0.6000000000000014,52.5,75.0,-22.0
2011,10,2.0,11.5,-0.6000000000000014,48.3,47.0,-21.0
2011,10,3.0,3.3999999999999986,-0.6000000000000014,6.5,121.0,-22.0
2011,10,4.0,3.3999999999999986,48.3,52.5,75.0,-21.0
2011,10,5.0,11.5,45.4,2.3000000000000007,47.0,24.0
2011,10,6.0,57.5,-0.6000000000000014,52.5,75.0,24.0
2011,10,7.0,11.5,2.3000000000000007,2.3000000000000007,93.0,-22.0
2011,10,8.0,3.3999999999999986,45.4,52.5,75.0,25.0
2011,10,9.0,11.5,45.4,6.5,93.0,-21.0
2011,10,10.0,49.4,48.3,48.3,121.0,-22.0
2011,10,11.0,11.5,-0.6000000000000014,52.5,47.0,-22.0
2011,10,12.0,3.3999999999999986,-0.6000000000000014,6.5,93.0,-21.0
2011,10,13.0,11.5,48.3,6.5,47.0,-21.0
2011,10,14.0,3.3999999999999986,45.4,2.3000000000000007,121.0,-22.0
2011,10,15.0,11.5,2.3000000000000007,52.5,75.0,-21.0
2011,10,16.0,11.5,2.3000000000000007,2.3000000000000007,121.0,24.0
2011,10,17.0,49.4,45.4,48.3,93.0,-22.0
2011,10,18.0,57.5,45.4,52.5,93.0,-21.0
2011,10,19.0,11.5,48.3,6.5,93.0,24.0
2011,10,20.0,49.4,48.3,52.5,93.0,-21.0
2011,10,21.0,57.5,45.4,48.3,93.0,-22.0
2011,10,22.0,3.3999999999999986,48.3,52.5,75.0,-21.0
2011,10,23.0,3.3999999999999986,48.3,48.3,93.0,-21.0
2011,10,24.0,3.3999999999999986,48.3,52.5,93.0,-22.0
2011,10,25.0,3.3999999999999986,48.3,2.3000000000000007,75.0,-21.0
2011,10,26.0,3.3999999999999986,2.3000000000000007,6.5,47.0,-22.0
2011,10,27.0,11.5,48.3,6.5,93.0,24.0
2011,10,28.0,49.4,2.3000000000000007,2.3000000000000007,121.0,25.0
2011,10,29.0,3.3999999999999986,2.3000000000000007,48.3,75.0,25.0
2011,10,30.0,57.5,48.3,6.5,75.0,24.0
2011,10,31.0,3.3999999999999986,45.4,2.3000000000000007,93.0,24.0
2011,11,1.0,24.299999999999997,12.3,19.5,60.0,-8.0
2011,11,2.0,36.6,12.3,14.5,108.0,-9.0
2011,11,3.0,36.6,12.3,39.5,88.0,11.0
2011,11,4.0,16.6,12.3,39.5,88.0,11.0
2011,11,5.0,16.6,32.3,34.5,108.0,-8.0
2011,11,6.0,24.299999999999997,35.4,39.5,60.0,-9.0
2011,11,7.0,24.299999999999997,15.399999999999999,39.5,60.0,-9.0
2011,11,8.0,36.6,35.4,34.5,80.0,-8.0
2011,11,9.0,24.299999999999997,12.3,34.5,80.0,12.0
2011,11,10.0,24.299999999999997,32.3,19.5,108.0,-8.0
2011,11,11.0,24.299999999999997,15.399999999999999,39.5,60.0,-9.0
2011,11,12.0,44.3,12.3,19.5,88.0,12.0
2011,11,13.0,44.3,35.4,34.5,60.0,-9.0
2011,11,14.0,36.6,35.4,34.5,88.0,11.0
2011,11,15.0,24.299999999999997,32.3,19.5,60.0,-9.0
2011,11,16.0,36.6,32.3,14.5,60.0,-9.0
2011,11,17.0,44.3,35.4,19.5,108.0,-9.0
2011,11,18.0,24.299999999999997,15.399999999999999,19.5,108.0,-8.0
2011,11,19.0,16.6,15.399999999999999,19.5,108.0,-8.0
2011,11,20.0,36.6,35.4,14.5,60.0,12.0
2011,11,21.0,16.6,32.3,19.5,80.0,11.0
2011,11,22.0,44.3,32.3,34.5,80.0,11.0
2011,11,23.0,24.299999999999997,35.4,39.5,88.0,11.0
2011,11,24.0,24.299999999999997,15.399999999999999,39.5,60.0,11.0
2011,11,25.0,44.3,12.3,19.5,80.0,12.0
2011,11,26.0,24.299999999999997,15.399999999999999,34.5,108.0,-8.0
2011,11,27.0,44.3,15.399999999999999,19.5,80.0,-8.0
2011,11,28.0,44.3,32.3,19.5,80.0,12.0
2011,11,29.0,24.299999999999997,12.3,19.5,60.0,-9.0
2011,11,30.0,44.3,15.399999999999999,39.5,80.0,11.0
2011,12,1.0,53.9,0.10000000000000142,7.300000000000001,118.0,23.0
2011,12,2.0,46.1,45.9,49.3,52.0,22.0
2011,12,3.0,11.899999999999999,42.1,3.0,118.0,23.0
2011,12,4.0,4.100000000000001,3.8999999999999986,49.3,52.0,-19.0
2011,12,5.0,4.100000000000001,3.8999999999999986,7.300000000000001,118.0,-20.0
2011,12,6.0,46.1,0.10000000000000142,3.0,118.0,23.0
2011,12,7.0,4.100000000000001,3.8999999999999986,49.3,76.0,-19.0
2011,12,8.0,4.100000000000001,0.10000000000000142,49.3,76.0,-19.0
2011,12,9.0,53.9,3.8999999999999986,49.3,94.0,-20.0
2011,12,10.0,46.1,42.1,49.3,52.0,22.0
2011,12,11.0,46.1,42.1,3.0,118.0,22.0
2011,12,12.0,46.1,0.10000000000000142,7.300000000000001,76.0,23.0
2011,12,13.0,53.9,42.1,45.0,52.0,22.0
2011,12,14.0,4.100000000000001,42.1,49.3,76.0,-20.0
2011,12,15.0,4.100000000000001,0.10000000000000142,7.300000000000001,52.0,-19.0
2011,12,16.0,46.1,0.10000000000000142,49.3,94.0,-19.0
2011,12,17.0,4.100000000000001,0.10000000000000142,3.0,94.0,-20.0
2011,12,18.0,53.9,3.8999999999999986,3.0,94.0,22.0
2011,12,19.0,46.1,42.1,7.300000000000001,52.0,23.0
2011,12,20.0,11.899999999999999,45.9,3.0,94.0,-20.0
2011,12,21.0,46.1,3.8999999999999986,49.3,94.0,-20.0
2011,12,22.0,53.9,45.9,49.3,118.0,-19.0
2011,12,23.0,53.9,45.9,49.3,76.0,22.0
2011,12,24.0,4.100000000000001,0.10000000000000142,3.0,118.0,23.0
2011,12,25.0,4.100000000000001,0.10000000000000142,7.300000000000001,52.0,22.0
2011,12,26.0,4.100000000000001,42.1,7.300000000000001,52.0,-20.0
2011,12,27.0,11.899999999999999,45.9,45.0,52.0,22.0
2011,12,28.0,53.9,42.1,45.0,118.0,-20.0
2011,12,29.0,46.1,0.10000000000000142,7.300000000000001,118.0,-20.0
2011,12,30.0,46.1,3.8999999999999986,45.0,118.0,-19.0
2011,12,31.0,46.1,0.10000000000000142,7.300000000000001,118.0,23.0
2012,1,1.0,61.1,-16.0,-8.2,62.0,37.0
2012,1,2.0,61.1,-16.0,63.8,62.0,37.0
2012,1,3.0,61.1,-16.0,-12.5,134.0,-35.0
2012,1,4.0,69.1,-16.0,-8.2,99.0,37.0
2012,1,5.0,-2.8999999999999986,56.0,59.5,62.0,37.0
2012,1,6.0,-10.899999999999999,-16.0,59.5,27.0,-35.0
2012,1,7.0,-10.899999999999999,56.0,-8.2,99.0,37.0
2012,1,8.0,61.1,-16.0,-12.5,134.0,-35.0
2012,1,9.0,61.1,-12.3,-12.5,27.0,37.0
2012,1,10.0,-2.8999999999999986,-16.0,-12.5,99.0,-35.0
2012,1,11.0,-2.8999999999999986,56.0,59.5,134.0,37.0
2012,1,12.0,69.1,59.7,63.8,27.0,-35.0
2012,1,13.0,-10.899999999999999,59.7,-8.2,27.0,-35.0
2012,1,14.0,69.1,59.7,-12.5,99.0,-35.0
2012,1,15.0,61.1,-12.3,63.8,99.0,-35.0
2012,1,16.0,69.1,56.0,63.8,99.0,37.0
2012,1,17.0,-10.899999999999999,59.7,-8.2,134.0,-35.0
2012,1,18.0,69.1,59.7,-12.5,99.0,37.0
2012,1,19.0,-2.8999999999999986,59.7,-8.2,27.0,37.0
2012,1,20.0,-10.899999999999999,-12.3,-8.2,62.0,37.0
2012,1,21.0,69.1,59.7,-8.2,99.0,37.0
2012,1,22.0,69.1,56.0,-8.2,27.0,-35.0
2012,1,23.0,61.1,56.0,-12.5,134.0,-35.0
2012,1,24.0,61.1,-16.0,63.8,62.0,37.0
2012,1,25.0,69.1,-12.3,59.5,99.0,37.0
2012,1,26.0,-10.899999999999999,56.0,-12.5,99.0,37.0
2012,1,27.0,69.1,-16.0,-8.2,27.0,37.0
2012,1,28.0,61.1,56.0,-12.5,27.0,-35.0
2012,1,29.0,61.1,56.0,59.5,99.0,37.0
2012,1,30.0,-2.8999999999999986,-12.3,-12.5,99.0,37.0
2012,1,31.0,-2.8999999999999986,56.0,-8.2,134.0,37.0
2012,2,1.0,14.399999999999999,39.9,4.100000000000001,79.0,22.0
2012,2,2.0,46.4,44.4,44.1,79.0,-19.0
2012,2,3.0,14.399999999999999,44.4,4.100000000000001,85.0,22.0
2012,2,4.0,14.399999999999999,44.4,8.8,79.0,-18.0
2012,2,5.0,54.4,-0.10000000000000142,4.100000000000001,79.0,-19.0
2012,2,6.0,46.4,-0.10000000000000142,48.8,85.0,-19.0
2012,2,7.0,46.4,4.399999999999999,48.8,45.0,22.0
2012,2,8.0,46.4,44.4,48.8,85.0,21.0
2012,2,9.0,46.4,44.4,4.100000000000001,79.0,21.0
2012,2,10.0,46.4,44.4,8.8,119.0,22.0
2012,2,11.0,54.4,-0.10000000000000142,4.100000000000001,119.0,21.0
2012,2,12.0,46.4,4.399999999999999,4.100000000000001,79.0,21.0
2012,2,13.0,6.399999999999999,-0.10000000000000142,4.100000000000001,79.0,21.0
2012,2,14.0,14.399999999999999,39.9,4.100000000000001,79.0,21.0
2012,2,15.0,46.4,-0.10000000000000142,48.8,45.0,-18.0
2012,2,16.0,6.399999999999999,-0.10000000000000142,48.8,79.0,-19.0
2012,2,17.0,54.4,4.399999999999999,8.8,45.0,-18.0
2012,2,18.0,54.4,-0.10000000000000142,48.8,85.0,-19.0
2012,2,19.0,14.399999999999999,4.399999999999999,8.8,79.0,-18.0
2012,2,20.0,54.4,-0.10000000000000142,48.8,45.0,21.0
2012,2,21.0,46.4,39.9,4.100000000000001,45.0,21.0
